Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2021-06-07,105.199997,110.970001,104.25,109.790001,109.790001,9138600,PTON
2021-06-08,110.309998,112.460999,108.379997,109.690002,109.690002,7105700,PTON
2021-06-09,109.300003,110.445,106.279999,106.970001,106.970001,5384600,PTON
2021-06-10,106.105003,107.949997,104.489998,106.080002,106.080002,5921900,PTON
2021-06-11,104.860001,113.230003,104.620003,113.120003,113.120003,9666700,PTON
2021-06-14,112.367996,114.75,111.547997,112.089996,112.089996,6617600,PTON
2021-06-15,111.989998,111.989998,105.629997,106.110001,106.110001,6075100,PTON
2021-06-16,105.714996,106.580002,102.699997,105.07,105.07,8972500,PTON
2021-06-17,104.900002,109.873001,104.610001,108.809998,108.809998,6552500,PTON
2021-06-18,107.592003,110.190002,107.239998,109.120003,109.120003,6363200,PTON
2021-06-21,107.589996,108.599998,104.120003,108.110001,108.110001,7878200,PTON
2021-06-22,107.449997,117.660004,107.449997,117.169998,117.169998,13099900,PTON
2021-06-23,116.82,119.610001,115.519997,117.480003,117.480003,7885900,PTON
2021-06-24,117.879997,124.230003,117,121.849998,121.849998,12767000,PTON
2021-06-25,121.950996,122.419998,118.830002,121.489998,121.489998,12475000,PTON
2021-06-28,122.07,127.980003,121.400002,126.919998,126.919998,11088500,PTON
2021-06-29,125.360001,127.154999,122.220001,125.68,125.68,6133900,PTON
2021-06-30,125.089996,125.660004,123.364998,124.019997,124.019997,4378500,PTON
2021-07-01,125,126.25,121.309998,122.160004,122.160004,4681700,PTON
2021-07-02,123.089996,124.980003,120.169998,121.599998,121.599998,3631700,PTON
2021-07-06,121.470001,124.07,119.730003,123.690002,123.690002,5878600,PTON
2021-07-07,125.275002,129.699997,123.199997,123.510002,123.510002,6399500,PTON
2021-07-08,119.855003,124.974998,118.610001,124.059998,124.059998,5716200,PTON
2021-07-09,123.856003,123.980003,117.709999,117.839996,117.839996,6943400,PTON
2021-07-12,118.730003,121.18,114.540001,120.309998,120.309998,7372000,PTON
2021-07-13,119.57,121.610001,118.5,119.849998,119.849998,4918700,PTON
2021-07-14,116,116.989998,113.300003,113.360001,113.360001,10359500,PTON
2021-07-15,111.980003,114.709999,108.099998,111.190002,111.190002,8178400,PTON
2021-07-16,111.669998,111.949997,109.260002,110.540001,110.540001,4593300,PTON
2021-07-19,109.989998,118.669998,109.665001,118.43,118.43,9198400,PTON
2021-07-20,124.089996,127.57,120.510002,126.349998,126.349998,11892900,PTON
2021-07-21,124.739998,127.169998,123.279999,126.43,126.43,5117100,PTON
2021-07-22,125.730003,126.190002,119.010002,119.669998,119.669998,6576700,PTON
2021-07-23,119.050003,122.969002,117.57,121.550003,121.550003,4149500,PTON
2021-07-26,121.059998,123.230003,117.75,122.68,122.68,3239000,PTON
2021-07-27,122.849998,123.940002,117.269997,121.360001,121.360001,4063400,PTON
2021-07-28,121.75,123.598999,120.355003,121.919998,121.919998,3307100,PTON
2021-07-29,121.620003,123.43,117.910004,118.099998,118.099998,4039400,PTON
2021-07-30,116.099998,120.599998,115.769997,118.050003,118.050003,4423000,PTON
2021-08-02,117.900002,122.690002,114.625,120.690002,120.690002,4634600,PTON
2021-08-03,120.839996,122.994003,117.910004,119.269997,119.269997,3712700,PTON
2021-08-04,119.540001,121.099998,118.139999,120.93,120.93,3071100,PTON
2021-08-05,119.419998,121.360001,116.800003,120.220001,120.220001,4303300,PTON
2021-08-06,118.809998,121.169998,112.650002,112.690002,112.690002,5631400,PTON
2021-08-09,113.110001,117.620003,111.169998,116.580002,116.580002,5036700,PTON
2021-08-10,115.964996,118.239998,113.559998,113.839996,113.839996,3432900,PTON
2021-08-11,114.010002,115.050003,111.860001,112.949997,112.949997,3833800,PTON
2021-08-12,112.919998,114.510002,111.660004,112.639999,112.639999,2448000,PTON
2021-08-13,112.129997,113.080002,109.879997,110.879997,110.879997,3181200,PTON
2021-08-16,109.910004,111.948997,107.190002,110,110,5927200,PTON
2021-08-17,109.309998,113.720001,108.529999,113.25,113.25,4644500,PTON
2021-08-18,113.449997,113.902,109.757004,110.650002,110.650002,3780800,PTON
2021-08-19,109.110001,110.050003,107.410004,107.800003,107.800003,3907700,PTON
2021-08-20,109,111.019997,107.849998,108.07,108.07,4552000,PTON
2021-08-23,105.653,108.050003,105.339996,106.589996,106.589996,6596300,PTON
2021-08-24,110.293999,114.260002,110.010002,113.709999,113.709999,7034200,PTON
2021-08-25,113,116.620003,112.559998,116.25,116.25,4410000,PTON
2021-08-26,116.5,120.620003,113.349998,114.089996,114.089996,14720200,PTON
2021-08-27,108.050003,108.800003,102.910004,104.339996,104.339996,31932400,PTON
2021-08-30,103.75,105.239998,100.550003,101.480003,101.480003,11769600,PTON
2021-08-31,100.260002,103.139999,99.099998,100.190002,100.190002,9805100,PTON
2021-09-01,99.910004,101.75,98.290001,100.040001,100.040001,9293600,PTON
2021-09-02,100.179001,102.279999,99.559998,101,101,8577100,PTON
2021-09-03,100.860001,101.349998,96.949997,98.559998,98.559998,8255900,PTON
2021-09-07,98.099998,98.889999,96.055,96.480003,96.480003,5734900,PTON
2021-09-08,96.200996,99.120003,96.059998,97.5,97.5,5426300,PTON
2020-01-02,84,84.5,81.949997,83.260002,83.260002,1417300,TDOC
2020-01-03,81.610001,83.519997,81.300003,82.959999,82.959999,551600,TDOC
2020-01-06,82.370003,86.959999,82.275002,86.940002,86.940002,1038100,TDOC
2020-01-07,86.970001,87.199997,85.410004,85.730003,85.730003,970000,TDOC
2020-01-08,86.230003,87.419998,86,86.220001,86.220001,949200,TDOC
2020-01-09,86,86.440002,85.175003,85.370003,85.370003,983600,TDOC
2020-01-10,85.919998,86.194,84.779999,85.160004,85.160004,1118800,TDOC
2020-01-13,89.040001,98.974998,88.629997,95.970001,95.970001,4249000,TDOC
2020-01-14,95.720001,98.949997,94.339996,96.870003,96.870003,1878200,TDOC
2020-01-15,96.739998,96.860001,93.150002,94,94,1565200,TDOC
2020-01-16,94.050003,97.339996,94.040001,96.910004,96.910004,1053400,TDOC
2020-01-17,97.550003,97.870003,95.199997,95.599998,95.599998,1229600,TDOC
2020-01-21,96.889999,101.275002,96.519997,98.25,98.25,1809200,TDOC
2020-01-22,99.949997,102.800003,99.660004,101.419998,101.419998,1705400,TDOC
2020-01-23,101.220001,103.239998,100.599998,102.800003,102.800003,1389000,TDOC
2020-01-24,103.220001,103.529999,97.25,98.099998,98.099998,1330700,TDOC
2020-01-27,95.279999,97.309998,93.559998,95.970001,95.970001,1448100,TDOC
2020-01-28,96.599998,99.980003,96.510002,99.419998,99.419998,887500,TDOC
2020-01-29,100.559998,104.169998,99.230003,103.480003,103.480003,1433500,TDOC
2020-01-30,101.839996,105.167,101.190002,104.75,104.75,1508800,TDOC
2020-01-31,103.800003,104.610001,99.459999,101.709999,101.709999,1002000,TDOC
2020-02-03,102.690002,103.300003,101.389999,101.989998,101.989998,891400,TDOC
2020-02-04,103.919998,107.449997,103.419998,107.150002,107.150002,1588700,TDOC
2020-02-05,108.940002,109.730003,106.019997,107.059998,107.059998,1377800,TDOC
2020-02-06,107.389999,110.760002,106.959999,108.739998,108.739998,1066600,TDOC
2020-02-07,107.919998,108.068001,105.510002,105.839996,105.839996,1060300,TDOC
2020-02-10,106,109.93,105.849998,109.699997,109.699997,1030800,TDOC
2020-02-11,110.5,112.089996,109.849998,110.43,110.43,1050300,TDOC
2020-02-12,108.190002,111.269997,106,110,110,1339200,TDOC
2020-02-13,109.620003,113.080002,108.940002,112.019997,112.019997,1091700,TDOC
2020-02-14,112.599998,113.160004,110.349998,111.769997,111.769997,1090800,TDOC
2020-02-18,111,117.870003,110.800003,117.239998,117.239998,1862200,TDOC
2020-02-19,118.639999,119.260002,116.639999,117.360001,117.360001,2199000,TDOC
2020-02-20,117,117.150002,111.75,115.900002,115.900002,1894300,TDOC
2020-02-21,115.449997,115.599998,110.75,113.540001,113.540001,1581700,TDOC
2020-02-24,107.5,115.709999,106.050003,114.260002,114.260002,1913500,TDOC
2020-02-25,114.940002,125.910004,110.5,118.400002,118.400002,3651600,TDOC
2020-02-26,120,120.260002,113.010002,116.860001,116.860001,3452500,TDOC
2020-02-27,138.899994,148,129.039993,135.149994,135.149994,8996500,TDOC
2020-02-28,139.699997,145,120.150002,124.959999,124.959999,6011500,TDOC
2020-03-02,126.940002,128.466003,121.059998,124.489998,124.489998,2969900,TDOC
2020-03-03,124.5,124.629997,119.370003,123.580002,123.580002,2242300,TDOC
2020-03-04,125.169998,126,122.589996,124.639999,124.639999,2355900,TDOC
2020-03-05,123.400002,138.070007,122.760002,134.330002,134.330002,4000300,TDOC
2020-03-06,139.029999,140.630005,132.360001,135.899994,135.899994,4198500,TDOC
2020-03-09,125.809998,136.089996,120,133.539993,133.539993,2441500,TDOC
2020-03-10,137.509995,150.970001,127.560997,146.070007,146.070007,5538800,TDOC
2020-03-11,152.059998,153.75,130.100006,137.399994,137.399994,6149800,TDOC
2020-03-12,126.75,131.710007,117.599998,118.800003,118.800003,3990100,TDOC
2020-03-13,125.559998,140,106.416,127.949997,127.949997,5298400,TDOC
2020-03-16,122.610001,132.740005,115.404999,116.739998,116.739998,4466200,TDOC
2020-03-17,119.959999,132.779999,102.010002,118.239998,118.239998,5500500,TDOC
2020-03-18,115.010002,137.880005,115,136.929993,136.929993,5088700,TDOC
2020-03-19,140.149994,148.490005,132.070007,139.630005,139.630005,4803100,TDOC
2020-03-20,140.479996,158.199997,137.279999,141.740005,141.740005,4097600,TDOC
2020-03-23,146.479996,168,143.789993,167.440002,167.440002,5493000,TDOC
2020-03-24,173.75,176.399994,148.479996,162.020004,162.020004,8011900,TDOC
2020-03-25,159.309998,160.800003,134.125,142.110001,142.110001,13377100,TDOC
2020-03-26,148.009995,160,143.001007,159.5,159.5,5849500,TDOC
2020-03-27,157.910004,170.979996,156,164.160004,164.160004,3862300,TDOC
2020-03-30,170.789993,171,159.520004,163.559998,163.559998,3627200,TDOC
2020-03-31,159.860001,161.977005,150.050003,155.009995,155.009995,3186600,TDOC
2020-04-01,153.5,166.850006,151.100006,162.529999,162.529999,3191100,TDOC
2020-04-02,161.550003,166.75,154.470001,159.320007,159.320007,2340000,TDOC
2020-04-03,156.509995,162.479996,155.009995,156.210007,156.210007,1467400,TDOC
2020-04-06,150,151.796005,143.070007,150.130005,150.130005,2679400,TDOC
2020-04-07,143.880005,147.110001,138.199997,141.25,141.25,3680100,TDOC
2020-04-08,141.634995,143.5,135.520004,139.100006,139.100006,2822800,TDOC
2020-04-09,138.270004,148.25,136.404999,146.660004,146.660004,2540300,TDOC
2020-04-13,150.050003,156.110001,149.160004,154.130005,154.130005,2279800,TDOC
2020-04-14,156.690002,160.990005,151.563004,157.330002,157.330002,2401600,TDOC
2020-04-15,160.889999,172.419998,156.059998,171.770004,171.770004,5345000,TDOC
2020-04-16,166.5,174.429993,165,174.25,174.25,3547400,TDOC
2020-04-17,166.996994,174.070007,165.380005,173.270004,173.270004,3244800,TDOC
2020-04-20,171.690002,183.5,170.559998,181.460007,181.460007,2848600,TDOC
2020-04-21,184.759995,189.464996,165.600006,172.389999,172.389999,3276300,TDOC
2020-04-22,174.259995,183.110001,174,179.649994,179.649994,2116900,TDOC
2020-04-23,181,189.970001,179.649994,187.729996,187.729996,2442300,TDOC
2020-04-24,190.119995,196.509995,187.75,193.529999,193.529999,2845900,TDOC
2020-04-27,196.029999,203.850006,193.649994,194.889999,194.889999,3635400,TDOC
2020-04-28,195.610001,195.809998,172.679993,181.149994,181.149994,5505100,TDOC
2020-04-29,175,181.75,173,175.100006,175.100006,3923700,TDOC
2020-04-30,166.649994,169.789993,155.25,164.589996,164.589996,5573600,TDOC
2020-05-01,162.100006,170.289993,160.389999,169.429993,169.429993,2632600,TDOC
2020-05-04,170.710007,175.179993,167.065002,174.300003,174.300003,2724000,TDOC
2020-05-05,176,177.520004,167.300003,169.589996,169.589996,2444600,TDOC
2020-05-06,171.179993,180.130005,169.619995,176.009995,176.009995,1916800,TDOC
2020-05-07,177.669998,180.809998,173.699997,174.929993,174.929993,1631100,TDOC
2020-05-08,175,178.449997,168.479004,176.5,176.5,2209800,TDOC
2020-05-11,178.600006,193.990005,177.559998,190.619995,190.619995,3259900,TDOC
2020-05-12,191.880005,194.360001,183.699997,184.149994,184.149994,2013100,TDOC
2020-05-13,189.580002,196.190002,179.059998,188.190002,188.190002,3377600,TDOC
2020-05-14,185.009995,185.949997,172.360001,179.539993,179.539993,5225700,TDOC
2020-05-15,176.899994,184.679993,175.449997,184.229996,184.229996,4279100,TDOC
2020-05-18,180.5,185.550003,170.179993,172.199997,172.199997,4100400,TDOC
2020-05-19,175.800003,180.350006,172.539993,175.660004,175.660004,2534500,TDOC
2020-05-20,177.960007,179.940002,168.830002,171.270004,171.270004,2799100,TDOC
2020-05-21,172.300003,178.059998,169.020004,174.990005,174.990005,2328500,TDOC
2020-05-22,176.339996,176.339996,171.220001,174.179993,174.179993,1460200,TDOC
2020-05-26,173.25,174,161.440002,164.470001,164.470001,3447700,TDOC
2020-05-27,158.419998,162.949997,147.710007,162.639999,162.639999,4784800,TDOC
2020-05-28,160.550003,170.740005,160.404999,166.899994,166.899994,2576500,TDOC
2020-05-29,170.929993,174.369995,168.509995,174.059998,174.059998,5770600,TDOC
2020-06-01,172.600006,177.800003,168.350006,173.619995,173.619995,2495100,TDOC
2020-06-02,172.5,172.679993,165.110001,169.869995,169.869995,2410200,TDOC
2020-06-03,166.789993,168.869995,162.699997,164.589996,164.589996,2506200,TDOC
2020-06-04,163,166.679993,154.479996,157.149994,157.149994,3343100,TDOC
2020-06-05,151.300003,163.899994,149,161.649994,161.649994,2950700,TDOC
2020-06-08,160,168.699997,158.220001,166.350006,166.350006,2233700,TDOC
2020-06-09,169.570007,170.229996,166.449997,168.830002,168.830002,1794700,TDOC
2020-06-10,170,177.649994,169.729996,176.710007,176.710007,2591300,TDOC
2020-06-11,178,187.669998,173.240005,173.729996,173.729996,4216700,TDOC
2020-06-12,177.360001,179.5,167.440002,172.270004,172.270004,2125400,TDOC
2020-06-15,175.210007,188.279999,174.199997,188.279999,188.279999,3415800,TDOC
2020-06-16,183.910004,189.268005,182.699997,188.410004,188.410004,2424900,TDOC
2020-06-17,189,195.410004,188.029999,192.059998,192.059998,2484700,TDOC
2020-06-18,192.399994,199.580002,188.149994,191.979996,191.979996,2611500,TDOC
2020-06-19,192.960007,203.460007,192.5,201.529999,201.529999,4819000,TDOC
2020-06-22,204.960007,208.630005,201,204.940002,204.940002,2659300,TDOC
2020-06-23,206,207.300003,197.145004,198.080002,198.080002,2653800,TDOC
2020-06-24,198.479996,203.960007,194.410004,197.009995,197.009995,2679200,TDOC
2020-06-25,196.509995,202.979996,195.320007,201.699997,201.699997,2755900,TDOC
2020-06-26,203.059998,204,192.5,193.259995,193.259995,10468400,TDOC
2020-06-29,194,195.029999,184.309998,187.350006,187.350006,2830800,TDOC
2020-06-30,188.380005,192.220001,187.669998,190.839996,190.839996,1585600,TDOC
2020-07-01,189.899994,201.330002,188.899994,198.850006,198.850006,1986300,TDOC
2020-07-02,202.789993,210.860001,200.509995,208.889999,208.889999,2416100,TDOC
2020-07-06,212.369995,219.860001,211.309998,218,218,2402800,TDOC
2020-07-07,219.550003,223.729996,214.610001,217.259995,217.259995,2245900,TDOC
2020-07-08,220.800003,225.184998,219.130005,224.529999,224.529999,1457700,TDOC
2020-07-09,226.550003,229.414993,221.561996,228.429993,228.429993,1387300,TDOC
2020-07-10,228,230.399994,224.199005,228.979996,228.979996,1202600,TDOC
2020-07-13,233,237.759995,215.210007,218.449997,218.449997,2180900,TDOC
2020-07-14,220.399994,224.5,203.5,209.220001,209.220001,3039400,TDOC
2020-07-15,209.559998,222.690002,203.339996,221.830002,221.830002,2425800,TDOC
2020-07-16,219.059998,220.990005,213.210007,218.559998,218.559998,1362900,TDOC
2020-07-17,218.559998,222.380005,216.339996,217.770004,217.770004,1032900,TDOC
2020-07-20,220.210007,228.089996,218.940002,227.270004,227.270004,1578000,TDOC
2020-07-21,230.339996,231.449997,224.050003,226.660004,226.660004,1351000,TDOC
2020-07-22,228.820007,230.860001,220.350006,223.979996,223.979996,1078800,TDOC
2020-07-23,226.839996,230.276001,216.389999,219.880005,219.880005,1296200,TDOC
2020-07-24,214.710007,218.240005,206.220001,212.850006,212.850006,1302600,TDOC
2020-07-27,215,217.815002,208.75,212.75,212.75,1612900,TDOC
2020-07-28,213.5,218.054993,211.789993,212.679993,212.679993,967900,TDOC
2020-07-29,216,219.800003,212.940002,218.25,218.25,1862900,TDOC
2020-07-30,211.839996,239.440002,210.949997,237.070007,237.070007,3985700,TDOC
2020-07-31,240,240,230.009995,237.630005,237.630005,2478700,TDOC
2020-08-03,234.070007,239.600006,234,237.139999,237.139999,1741400,TDOC
2020-08-04,240,253,235.570999,249.419998,249.419998,2923500,TDOC
2020-08-05,238.169998,239,199.460007,202.009995,202.009995,27423400,TDOC
2020-08-06,216,219.75,209,212.5,212.5,10382100,TDOC
2020-08-07,215,215.990005,191,193.720001,193.720001,9661000,TDOC
2020-08-10,197.009995,197.350006,185,193.740005,193.740005,9062200,TDOC
2020-08-11,190,191.100006,182.509995,183.75,183.75,6227800,TDOC
2020-08-12,185.089996,188.110001,181.751999,185.089996,185.089996,4050500,TDOC
2020-08-13,187.809998,198.205002,187.5,192.080002,192.080002,4345200,TDOC
2020-08-14,192.5,194.600006,186.119995,187.5,187.5,3569700,TDOC
2020-08-17,196.550003,206.330002,190.619995,205.020004,205.020004,6643000,TDOC
2020-08-18,211.509995,218.608994,207.524994,217.279999,217.279999,6587700,TDOC
2020-08-19,217.389999,219.809006,210.199997,216.509995,216.509995,4745900,TDOC
2020-08-20,213.630005,218.800003,213.264999,218.410004,218.410004,3057700,TDOC
2020-08-21,219.75,233.830002,219.699997,223.410004,223.410004,6260300,TDOC
2020-08-24,224.949997,225.910004,206.860001,210.630005,210.630005,5660600,TDOC
2020-08-25,209.740005,215.085007,206,212.009995,212.009995,3268500,TDOC
2020-08-26,210.809998,214.889999,207.636002,214.570007,214.570007,3775500,TDOC
2020-08-27,212.449997,218.634995,208.149994,215.770004,215.770004,2796900,TDOC
2020-08-28,217.5,218.199997,207.360001,208.570007,208.570007,3291300,TDOC
2020-08-31,210.330002,216.350006,209.5,215.690002,215.690002,3461600,TDOC
2020-09-01,219.330002,224.919998,216.779999,224.199997,224.199997,3028600,TDOC
2020-09-02,227.800003,227.850006,212.100006,223.149994,223.149994,3060200,TDOC
2020-09-03,213.850006,219.324997,200.145004,203.020004,203.020004,4899700,TDOC
2020-09-04,196.949997,203.860001,181,198.289993,198.289993,4980100,TDOC
2020-09-08,189.5,201.110001,188,192.850006,192.850006,2927800,TDOC
2020-09-09,197.259995,201.940002,196.421997,200.770004,200.770004,2253400,TDOC
2020-09-10,202.220001,206.970001,196.561005,198.139999,198.139999,2045100,TDOC
2020-09-11,199.410004,200.559998,187.610001,189.910004,189.910004,2675100,TDOC
2020-09-14,192.520004,198.25,191.539993,193.360001,193.360001,1804500,TDOC
2020-09-15,195.600006,197.809998,193.330002,194.710007,194.710007,1482000,TDOC
2020-09-16,195,198.869995,189.779999,193.520004,193.520004,2493300,TDOC
2020-09-17,187.419998,199.979996,186.100006,199.279999,199.279999,3457400,TDOC
2020-09-18,200.889999,209.440002,198.830002,205.429993,205.429993,4441300,TDOC
2020-09-21,203,204.789993,193.539993,202.660004,202.660004,2898600,TDOC
2020-09-22,205.490005,216.039993,201.679993,215.279999,215.279999,3728400,TDOC
2020-09-23,214,218.539993,207.264999,209.220001,209.220001,2960400,TDOC
2020-09-24,203.110001,208.220001,199.610001,203.949997,203.949997,1960300,TDOC
2020-09-25,207.990005,219.419998,206.5,219,219,3605800,TDOC
2020-09-28,222.029999,222.029999,212.009995,215.089996,215.089996,2273200,TDOC
2020-09-29,216.5,221.934998,213.009995,217.339996,217.339996,2137200,TDOC
2020-09-30,217.270004,224.940002,214.389999,219.240005,219.240005,2632100,TDOC
2020-10-01,222.860001,223.740005,218,220.679993,220.679993,1817800,TDOC
2020-10-02,215,227.949997,213.619995,221.600006,221.600006,2397800,TDOC
2020-10-05,223.389999,227.479996,220.141998,225.210007,225.210007,1651200,TDOC
2020-10-06,223.289993,225.798004,217,217.720001,217.720001,1753300,TDOC
2020-10-07,222.149994,230.869995,221.190002,222.850006,222.850006,2308700,TDOC
2020-10-08,225.279999,225.800003,219.639999,221.479996,221.479996,1257700,TDOC
2020-10-09,223.880005,224.779999,217.869995,218.110001,218.110001,1595400,TDOC
2020-10-12,221.899994,224.740005,217.729996,218,218,1837000,TDOC
2020-10-13,220.979996,236.800003,219.419998,231.800003,231.800003,4452800,TDOC
2020-10-14,233.529999,234.100006,226.710007,230.449997,230.449997,2184400,TDOC
2020-10-15,225.339996,228.699997,220.009995,224.350006,224.350006,2062500,TDOC
2020-10-16,227.5,228.195007,220.630997,221.289993,221.289993,1277400,TDOC
2020-10-19,222.710007,228.020004,221.580002,223.690002,223.690002,1669000,TDOC
2020-10-20,223.800003,226.266006,221.289993,222.229996,222.229996,1271500,TDOC
2020-10-21,224.740005,230.820007,212.649994,216.770004,216.770004,2223000,TDOC
2020-10-22,218.399994,221.770004,214.139999,214.800003,214.800003,1545800,TDOC
2020-10-23,215,217,212.100006,216.320007,216.320007,1347600,TDOC
2020-10-26,215,223.699997,209,212.149994,212.149994,2214800,TDOC
2020-10-27,214.690002,224.800003,214.513,223.059998,223.059998,2835700,TDOC
2020-10-28,220.130005,231,220.100006,226.940002,226.940002,4575900,TDOC
2020-10-29,217.589996,228.059998,213.75,217.889999,217.889999,11257900,TDOC
2020-10-30,215.990005,215.990005,192.139999,196.460007,196.460007,6095700,TDOC
2020-11-02,194,194.929993,186.5,190.399994,190.399994,5631100,TDOC
2020-11-03,192,196.921005,190.289993,195.240005,195.240005,3380200,TDOC
2020-11-04,200,206.139999,197.110001,198.740005,198.740005,3985200,TDOC
2020-11-05,205.600006,209.354996,203.479996,208.509995,208.509995,3273000,TDOC
2020-11-06,208.5,209.270004,205.550003,206.139999,206.139999,2418600,TDOC
2020-11-09,191.375,193.703995,175.403,177.979996,177.979996,10987200,TDOC
2020-11-10,180.410004,180.994995,168.5,172.440002,172.440002,7792100,TDOC
2020-11-11,177.550003,183.119995,173.649994,182.550003,182.550003,4549400,TDOC
2020-11-12,186.949997,189.639999,183.720001,186.990005,186.990005,3762700,TDOC
2020-11-13,190,190.699997,178.380005,183.070007,183.070007,4582900,TDOC
2020-11-16,178.100006,181.139999,175.100006,177,177,6252600,TDOC
2020-11-17,178.970001,181.850006,177.220001,179.339996,179.339996,3696700,TDOC
2020-11-18,180.029999,184.880005,177.300003,181.869995,181.869995,4238900,TDOC
2020-11-19,182,192.770004,182,191.190002,191.190002,4392800,TDOC
2020-11-20,192.509995,200.330002,192.235001,200,200,4442100,TDOC
2020-11-23,200,200.710007,193.220001,194.009995,194.009995,3106000,TDOC
2020-11-24,193.490005,193.5,184.199997,186.419998,186.419998,3917200,TDOC
2020-11-25,188.279999,190.729996,186.580002,190.589996,190.589996,2114700,TDOC
2020-11-27,192,197.445007,191.009995,196.449997,196.449997,1758200,TDOC
2020-11-30,198,199.990005,190.25,198.770004,198.770004,3108400,TDOC
2020-12-01,198.660004,198.809998,192,195.190002,195.190002,2519900,TDOC
2020-12-02,192.330002,196.520004,189.410004,195.029999,195.029999,1940900,TDOC
2020-12-03,196.5,202.949997,196,197.210007,197.210007,2548400,TDOC
2020-12-04,197.399994,204.589996,195.800003,203.660004,203.660004,2447300,TDOC
2020-12-07,199.279999,202.820007,196.059998,197.300003,197.300003,2967700,TDOC
2020-12-08,199.789993,200.487,194.580002,198.259995,198.259995,1760400,TDOC
2020-12-09,199.5,199.5,188.809998,192.279999,192.279999,2551200,TDOC
2020-12-10,192.169998,199.190002,191.449997,199.009995,199.009995,2120500,TDOC
2020-12-11,198.929993,201.449997,195.589996,199.580002,199.580002,1839800,TDOC
2020-12-14,197.509995,202.350006,194.339996,194.630005,194.630005,2155500,TDOC
2020-12-15,196.089996,198.190002,193.470001,196.110001,196.110001,1870700,TDOC
2020-12-16,188.25,190.328995,181.149994,187.070007,187.070007,6965800,TDOC
2020-12-17,190,196.889999,189.699997,196.809998,196.809998,3020300,TDOC
2020-12-18,197.139999,198.550003,191.600006,196.339996,196.339996,3525000,TDOC
2020-12-21,199,205.188004,193.919998,199.75,199.75,3856800,TDOC
2020-12-22,201.990005,208.5,201.460007,206.039993,206.039993,3107400,TDOC
2020-12-23,206.550003,212.919998,203.300003,209.419998,209.419998,2934300,TDOC
2020-12-24,211.330002,211.970001,204.210007,207.949997,207.949997,1960500,TDOC
2020-12-28,209.139999,210.25,196.309006,197.830002,197.830002,3234900,TDOC
2020-12-29,200.460007,202.037994,194.440002,198.979996,198.979996,1871700,TDOC
2020-12-30,202,204.789993,199.5,203.570007,203.570007,1633100,TDOC
2020-12-31,202.960007,203.244995,195.559998,199.960007,199.960007,1924000,TDOC
2021-01-04,199.800003,200.630005,192,200.630005,200.630005,2552800,TDOC
2021-01-05,200.009995,202.800003,198.160004,200.970001,200.970001,2086200,TDOC
2021-01-06,199.164993,210.240005,197,204.149994,204.149994,3629300,TDOC
2021-01-07,209,229.070007,208.369995,228.779999,228.779999,5913100,TDOC
2021-01-08,227.300003,236.660004,221.960007,227.779999,227.779999,4235000,TDOC
2021-01-11,227.315002,229.039993,219,220.860001,220.860001,2462500,TDOC
2021-01-12,225.910004,233.139999,223.729996,230.089996,230.089996,2748800,TDOC
2021-01-13,231,235,225.630005,231.789993,231.789993,1834300,TDOC
2021-01-14,226.300003,229,221.300003,225.539993,225.539993,2755000,TDOC
2021-01-15,228,230.830002,222.600006,225.25,225.25,2337700,TDOC
2021-01-19,228.669998,233.664993,223.5,232.720001,232.720001,3415600,TDOC
2021-01-20,235,252.080002,234.199997,246.740005,246.740005,6554400,TDOC
2021-01-21,245.809998,248.800003,240.5,245.5,245.5,2593600,TDOC
2021-01-22,244.960007,263.470001,242.729996,263,263,5043300,TDOC
2021-01-25,265.48999,294.73999,265.48999,287.089996,287.089996,9083500,TDOC
2021-01-26,283.825012,293.920013,279,286.230011,286.230011,3490800,TDOC
2021-01-27,275,283.100006,269.190002,273.940002,273.940002,3798300,TDOC
2021-01-28,268.589996,273.820007,258.5,262.839996,262.839996,3236300,TDOC
2021-01-29,262.350006,274.579987,257.661011,263.829987,263.829987,3704100,TDOC
2021-02-01,265.200012,266.649994,257,264.100006,264.100006,2728900,TDOC
2021-02-02,270,280.970001,265.829987,266.859985,266.859985,2749600,TDOC
2021-02-03,269.850006,277.56601,268.75,271.410004,271.410004,1747900,TDOC
2021-02-04,277.850006,284.950012,274,276.839996,276.839996,2191600,TDOC
2021-02-05,280,287.487,276.529999,285.029999,285.029999,2229500,TDOC
2021-02-08,286.579987,296.359985,286.420013,294.540009,294.540009,1944200,TDOC
2021-02-09,293.959991,299.420013,287.059998,288.5,288.5,2085300,TDOC
2021-02-10,290.48999,295.450012,277.359009,290.429993,290.429993,2024200,TDOC
2021-02-11,291.25,291.5,278.395996,283.690002,283.690002,2063700,TDOC
2021-02-12,285.350006,294.263,279.769989,293.660004,293.660004,1847600,TDOC
2021-02-16,298.26001,308,285.73999,291.209991,291.209991,3341800,TDOC
2021-02-17,288.600006,288.799988,274.51001,287.859985,287.859985,2247500,TDOC
2021-02-18,283.399994,285.399994,276.664001,283.100006,283.100006,1621900,TDOC
2021-02-19,286.600006,294.936005,283.904999,292.51001,292.51001,1929400,TDOC
2021-02-22,292.140015,292.369995,267.26001,268.76001,268.76001,2858200,TDOC
2021-02-23,251.529999,261.399994,235,256,256,4694900,TDOC
2021-02-24,256.559998,259.549988,247.380005,254.529999,254.529999,3007100,TDOC
